origin,destination,first_years,year,o,d,o_charging,o_ever,d_charging,d_ever,shares_border,bucket
Hessen,Brandenburg,52,2007,06,12,1,1,0,0,0,"never-fee, distant"
Hessen,Bremen,70,2007,06,04,1,1,0,0,0,"never-fee, distant"
Hessen,Hamburg,170,2007,06,02,1,1,1,1,0,fee state (eventually)
Hessen,Mecklenburg-Vorpommern,81,2007,06,13,1,1,0,0,0,"never-fee, distant"
Hessen,Niedersachsen,581,2007,06,03,1,1,1,1,1,fee state (eventually)
Hessen,Nordrhein-Westfalen,1237,2007,06,05,1,1,1,1,1,fee state (eventually)
Hessen,Rheinland-Pfalz,1510,2007,06,07,1,1,0,0,1,"never-fee, bordering"
Hessen,Saarland,45,2007,06,10,1,1,1,1,0,fee state (eventually)
Hessen,Sachsen,186,2007,06,14,1,1,0,0,0,"never-fee, distant"
Hessen,Sachsen-Anhalt,84,2007,06,15,1,1,0,0,0,"never-fee, distant"
Hessen,Schleswig-Holstein,92,2007,06,01,1,1,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Bayern,127,2007,13,09,0,0,1,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Berlin,535,2007,13,11,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Brandenburg,172,2007,13,12,0,0,0,0,1,"never-fee, bordering"
Mecklenburg-Vorpommern,Bremen,99,2007,13,04,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Hamburg,250,2007,13,02,0,0,1,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Hessen,79,2007,13,06,0,0,1,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Niedersachsen,253,2007,13,03,0,0,1,1,1,fee state (eventually)
Mecklenburg-Vorpommern,Nordrhein-Westfalen,241,2007,13,05,0,0,1,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Rheinland-Pfalz,51,2007,13,07,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Saarland,8,2007,13,10,0,0,1,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Sachsen,311,2007,13,14,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Sachsen-Anhalt,171,2007,13,15,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Schleswig-Holstein,420,2007,13,01,0,0,0,0,1,"never-fee, bordering"
Niedersachsen,Bayern,771,2007,03,09,1,1,1,1,0,fee state (eventually)
Niedersachsen,Berlin,465,2007,03,11,1,1,0,0,0,"never-fee, distant"
Niedersachsen,Brandenburg,160,2007,03,12,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Bremen,1597,2007,03,04,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Hamburg,979,2007,03,02,1,1,1,1,1,fee state (eventually)
Niedersachsen,Hessen,1048,2007,03,06,1,1,1,1,1,fee state (eventually)
Niedersachsen,Mecklenburg-Vorpommern,262,2007,03,13,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Nordrhein-Westfalen,2816,2007,03,05,1,1,1,1,1,fee state (eventually)
Niedersachsen,Rheinland-Pfalz,241,2007,03,07,1,1,0,0,0,"never-fee, distant"
Niedersachsen,Saarland,50,2007,03,10,1,1,1,1,0,fee state (eventually)
Niedersachsen,Sachsen,363,2007,03,14,1,1,0,0,0,"never-fee, distant"
Niedersachsen,Sachsen-Anhalt,465,2007,03,15,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Schleswig-Holstein,867,2007,03,01,1,1,0,0,1,"never-fee, bordering"
Nordrhein-Westfalen,Bayern,1396,2007,05,09,1,1,1,1,0,fee state (eventually)
Nordrhein-Westfalen,Berlin,697,2007,05,11,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Brandenburg,159,2007,05,12,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Bremen,325,2007,05,04,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Hamburg,550,2007,05,02,1,1,1,1,0,fee state (eventually)
Nordrhein-Westfalen,Hessen,1783,2007,05,06,1,1,1,1,1,fee state (eventually)
Nordrhein-Westfalen,Mecklenburg-Vorpommern,192,2007,05,13,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Niedersachsen,2743,2007,05,03,1,1,1,1,1,fee state (eventually)
Nordrhein-Westfalen,Rheinland-Pfalz,999,2007,05,07,1,1,0,0,1,"never-fee, bordering"
Nordrhein-Westfalen,Saarland,101,2007,05,10,1,1,1,1,0,fee state (eventually)
Nordrhein-Westfalen,Sachsen,379,2007,05,14,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Sachsen-Anhalt,174,2007,05,15,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Schleswig-Holstein,315,2007,05,01,1,1,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Bayern,385,2007,07,09,0,0,1,1,0,fee state (eventually)
Rheinland-Pfalz,Berlin,111,2007,07,11,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Brandenburg,22,2007,07,12,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Bremen,27,2007,07,04,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Hamburg,80,2007,07,02,0,0,1,1,0,fee state (eventually)
Rheinland-Pfalz,Hessen,1058,2007,07,06,0,0,1,1,1,fee state (eventually)
Rheinland-Pfalz,Mecklenburg-Vorpommern,35,2007,07,13,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Niedersachsen,124,2007,07,03,0,0,1,1,0,fee state (eventually)
Rheinland-Pfalz,Nordrhein-Westfalen,1138,2007,07,05,0,0,1,1,1,fee state (eventually)
Rheinland-Pfalz,Saarland,276,2007,07,10,0,0,1,1,1,fee state (eventually)
Rheinland-Pfalz,Sachsen,86,2007,07,14,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Sachsen-Anhalt,31,2007,07,15,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Schleswig-Holstein,24,2007,07,01,0,0,0,0,0,"never-fee, distant"
Saarland,Bayern,111,2007,10,09,1,1,1,1,0,fee state (eventually)
Saarland,Berlin,29,2007,10,11,1,1,0,0,0,"never-fee, distant"
Saarland,Brandenburg,9,2007,10,12,1,1,0,0,0,"never-fee, distant"
Saarland,Bremen,5,2007,10,04,1,1,0,0,0,"never-fee, distant"
Saarland,Hamburg,15,2007,10,02,1,1,1,1,0,fee state (eventually)
Saarland,Hessen,129,2007,10,06,1,1,1,1,0,fee state (eventually)
Saarland,Mecklenburg-Vorpommern,5,2007,10,13,1,1,0,0,0,"never-fee, distant"
Saarland,Niedersachsen,27,2007,10,03,1,1,1,1,0,fee state (eventually)
Saarland,Nordrhein-Westfalen,138,2007,10,05,1,1,1,1,0,fee state (eventually)
Saarland,Rheinland-Pfalz,1206,2007,10,07,1,1,0,0,1,"never-fee, bordering"
Saarland,Sachsen,10,2007,10,14,1,1,0,0,0,"never-fee, distant"
Saarland,Sachsen-Anhalt,6,2007,10,15,1,1,0,0,0,"never-fee, distant"
Saarland,Schleswig-Holstein,9,2007,10,01,1,1,0,0,0,"never-fee, distant"
Sachsen,Bayern,705,2007,14,09,0,0,1,1,1,fee state (eventually)
Sachsen,Berlin,437,2007,14,11,0,0,0,0,0,"never-fee, distant"
Sachsen,Brandenburg,409,2007,14,12,0,0,0,0,1,"never-fee, bordering"
Sachsen,Bremen,35,2007,14,04,0,0,0,0,0,"never-fee, distant"
Sachsen,Hamburg,67,2007,14,02,0,0,1,1,0,fee state (eventually)
Sachsen,Hessen,342,2007,14,06,0,0,1,1,0,fee state (eventually)
Sachsen,Mecklenburg-Vorpommern,216,2007,14,13,0,0,0,0,0,"never-fee, distant"
Sachsen,Niedersachsen,193,2007,14,03,0,0,1,1,0,fee state (eventually)
Sachsen,Nordrhein-Westfalen,345,2007,14,05,0,0,1,1,0,fee state (eventually)
Sachsen,Rheinland-Pfalz,108,2007,14,07,0,0,0,0,0,"never-fee, distant"
Sachsen,Saarland,14,2007,14,10,0,0,1,1,0,fee state (eventually)
Sachsen,Sachsen-Anhalt,926,2007,14,15,0,0,0,0,1,"never-fee, bordering"
Sachsen,Schleswig-Holstein,71,2007,14,01,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Bayern,321,2007,15,09,0,0,1,1,0,fee state (eventually)
Sachsen-Anhalt,Berlin,486,2007,15,11,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Brandenburg,271,2007,15,12,0,0,0,0,1,"never-fee, bordering"
Sachsen-Anhalt,Bremen,50,2007,15,04,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Hamburg,91,2007,15,02,0,0,1,1,0,fee state (eventually)
Sachsen-Anhalt,Hessen,296,2007,15,06,0,0,1,1,0,fee state (eventually)
Sachsen-Anhalt,Mecklenburg-Vorpommern,263,2007,15,13,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Niedersachsen,623,2007,15,03,0,0,1,1,1,fee state (eventually)
Sachsen-Anhalt,Nordrhein-Westfalen,307,2007,15,05,0,0,1,1,0,fee state (eventually)
Sachsen-Anhalt,Rheinland-Pfalz,76,2007,15,07,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Saarland,11,2007,15,10,0,0,1,1,0,fee state (eventually)
Sachsen-Anhalt,Sachsen,1662,2007,15,14,0,0,0,0,1,"never-fee, bordering"
Sachsen-Anhalt,Schleswig-Holstein,108,2007,15,01,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Bayern,234,2007,01,09,0,0,1,1,0,fee state (eventually)
Schleswig-Holstein,Berlin,150,2007,01,11,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Brandenburg,57,2007,01,12,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Bremen,181,2007,01,04,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Hamburg,1088,2007,01,02,0,0,1,1,1,fee state (eventually)
Schleswig-Holstein,Hessen,176,2007,01,06,0,0,1,1,0,fee state (eventually)
Schleswig-Holstein,Mecklenburg-Vorpommern,252,2007,01,13,0,0,0,0,1,"never-fee, bordering"
Schleswig-Holstein,Niedersachsen,735,2007,01,03,0,0,1,1,1,fee state (eventually)
Schleswig-Holstein,Nordrhein-Westfalen,415,2007,01,05,0,0,1,1,0,fee state (eventually)
Schleswig-Holstein,Rheinland-Pfalz,76,2007,01,07,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Saarland,19,2007,01,10,0,0,1,1,0,fee state (eventually)
Schleswig-Holstein,Sachsen,101,2007,01,14,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Sachsen-Anhalt,60,2007,01,15,0,0,0,0,0,"never-fee, distant"
